iteration,"x[0,2]","x[0,4]","x[0,8]","x[0,9]","x[1,2]","x[1,5]","x[1,7]","x[1,8]","x[1,9]","x[2,0]","x[2,1]","x[2,4]","x[2,5]","x[2,6]","x[2,7]","x[2,8]","x[2,9]","x[3,1]","x[3,2]","x[3,4]","x[3,6]","x[3,7]","x[3,9]","x[4,0]","x[4,1]","x[4,2]","x[4,8]","x[4,9]","x[5,0]","x[5,1]","x[5,3]","x[5,6]","x[5,7]","x[6,0]","x[6,3]","x[6,7]","x[6,8]","x[7,1]","x[7,2]","x[7,3]","x[7,6]","x[7,8]","x[8,0]","x[8,1]","x[8,2]","x[8,3]","x[8,4]","x[8,5]","x[8,6]","x[8,7]","x[8,9]","x[9,2]","x[9,6]","x[9,7]"
108,0.0,0.0,0.0,0.0,0.0,0.8200000000000002,0.11000000000000001,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300000000000002,0.0,0.7000000000000001,0.7500000000000001,0.0,0.46,0.23,0.0,0.0,0.0,0.0,0.0,0.11000000000000001,0.0,0.12000000000000001,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.05,0.8100000000000002,0.0,0.12000000000000001,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000002,0.0,0.5700000000000001,0.8300000000000002,0.0,0.36000000000000004,0.43000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
110,0.0,0.0,0.0,0.0,0.27,0.5900000000000001,0.05,0.14,0.05,0.2,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.9100000000000001,0.0,0.4700000000000001,0.6100000000000001,0.0,0.5700000000000001,0.48000000000000004,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.14,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
111,0.0,0.0,0.0,0.0,0.4600000000000001,0.4700000000000001,0.02,0.07,0.05,0.37,0.0,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6800000000000003,0.0,0.36000000000000004,0.8,0.0,0.66,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
112,0.02,0.0,0.08,0.0,0.32000000000000006,0.33,0.2,0.15000000000000002,0.0,0.18,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5499999999999999,0.0,0.46,0.8300000000000003,0.0,0.6100000000000002,0.46,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.07,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
113,0.05,0.0,0.0,0.0,0.24,0.54,0.23000000000000004,0.16000000000000003,0.0,0.12,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.3,0.7400000000000001,0.0,0.6800000000000002,0.53,0.0,0.0,0.0,0.0,0.1,0.13,0.0,0.11,0.0,0.0,0.07,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.39,0.39000000000000007,0.18999999999999997,0.29,0.0,0.27,0.0,0.0,0.05,0.27,0.0,0.0,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.7800000000000002,0.0,0.29000000000000004,0.54,0.0,0.5299999999999999,0.5700000000000002,0.0,0.0,0.0,0.0,0.0,0.18999999999999997,0.0,0.15000000000000002,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.27,0.33,0.13,0.32,0.0,0.21000000000000002,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100000000000002,0.08,0.38,0.7200000000000002,0.0,0.37000000000000005,0.62,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.18999999999999997,0.58,0.07,0.21000000000000002,0.0,0.07,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.05,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9100000000000001,0.0,0.38,0.7400000000000002,0.0,0.45,0.53,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.19,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.08,0.7300000000000002,0.12000000000000001,0.24,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.08,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300000000000002,0.0,0.51,0.5300000000000001,0.0,0.66,0.42000000000000004,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.12000000000000001,0.0,0.0,0.07,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.12000000000000001,0.45,0.29,0.21000000000000002,0.05,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.6800000000000002,0.0,0.36,0.7100000000000001,0.0,0.53,0.62,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.19,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
119,0.0,0.0,0.0,0.0,0.19,0.35000000000000003,0.31,0.39000000000000007,0.0,0.14,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100000000000002,0.0,0.35000000000000003,0.6600000000000001,0.0,0.54,0.6000000000000001,0.0,0.0,0.0,0.0,0.05,0.26,0.0,0.39000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.02,0.0,0.02,0.52,0.22999999999999998,0.39999999999999997,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7900000000000001,0.05,0.36000000000000004,0.7000000000000001,0.0,0.6700000000000002,0.64,0.0,0.0,0.0,0.0,0.0,0.22999999999999998,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.05,0.44,0.17,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000001,0.0,0.3,0.7900000000000003,0.0,0.4600000000000001,0.7000000000000002,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.36000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.27999999999999997,0.31000000000000005,0.58,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.14,0.7900000000000001,0.0,0.6500000000000001,0.8600000000000002,0.0,0.0,0.0,0.0,0.0,0.29000000000000004,0.02,0.48000000000000004,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.02,0.0
123,0.0,0.0,0.0,0.0,0.05,0.2,0.22999999999999998,0.5600000000000002,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.14,0.5800000000000001,0.0,0.64,0.8600000000000002,0.0,0.0,0.0,0.0,0.0,0.22999999999999998,0.0,0.5600000000000002,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.05,0.0
124,0.0,0.0,0.0,0.0,0.0,0.5800000000000001,0.16,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6800000000000002,0.0,0.37,0.6700000000000002,0.08,0.7400000000000001,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.41,0.0,0.0,0.05,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.05,0.0,0.02,0.7900000000000001,0.17,0.11000000000000001,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.9100000000000001,0.0,0.32,0.7400000000000001,0.0,0.8200000000000002,0.68,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.05,0.9500000000000002,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300000000000002,0.0,0.34,0.7500000000000001,0.0,0.9300000000000002,0.66,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.07,0.7700000000000001,0.09000000000000001,0.07,0.05,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9800000000000002,0.0,0.36000000000000004,0.8000000000000002,0.0,0.9300000000000002,0.6400000000000001,0.0,0.0,0.0,0.0,0.0,0.09000000000000001,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.6800000000000002,0.3,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7800000000000001,0.0,0.25,0.7600000000000001,0.0,0.9800000000000002,0.7500000000000001,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.12,0.0
129,0.0,0.0,0.0,0.0,0.0,0.5900000000000001,0.31,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300000000000002,0.07,0.25,0.6400000000000001,0.0,1.0000000000000002,0.7500000000000002,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
130,0.0,0.0,0.0,0.0,0.27,0.53,0.3,0.02,0.12000000000000001,0.2,0.0,0.05,0.0,0.22,0.0,0.0,0.0,0.05,0.0,0.05,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.9300000000000002,0.0,0.46,0.36,0.0,0.7300000000000002,0.52,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.0
131,0.08,0.0,0.0,0.0,0.5,0.43000000000000005,0.17,0.0,0.0,0.21000000000000002,0.0,0.0,0.0,0.36000000000000004,0.0,0.0,0.0,0.02,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9300000000000002,0.0,0.39,0.43000000000000005,0.0,0.5800000000000001,0.61,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.48000000000000004,0.35000000000000003,0.22,0.07,0.0,0.22000000000000003,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300000000000002,0.0,0.63,0.5,0.0,0.7400000000000002,0.37,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.6100000000000001,0.14,0.25,0.07,0.0,0.53,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.08,0.02,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.7700000000000001,0.0,0.5499999999999999,0.32000000000000006,0.05,0.44000000000000006,0.43000000000000005,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.31,0.32,0.27,0.05,0.05,0.24,0.0,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000002,0.0,0.47000000000000003,0.5,0.0,0.76,0.41000000000000003,0.0,0.0,0.0,0.0,0.12,0.27,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
135,0.0,0.0,0.0,0.0,0.09000000000000001,0.54,0.47000000000000003,0.02,0.0,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.16999999999999998,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.8600000000000001,0.0,0.48000000000000004,0.4800000000000001,0.0,0.7500000000000001,0.4700000000000001,0.0,0.0,0.0,0.0,0.05,0.42000000000000004,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.51,0.42000000000000004,0.12,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.8600000000000002,0.0,0.4700000000000001,0.29,0.05,0.7400000000000002,0.5299999999999999,0.0,0.0,0.0,0.0,0.0,0.42000000000000004,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.5900000000000001,0.43,0.22000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6700000000000003,0.0,0.28,0.46,0.13,0.6700000000000002,0.65,0.0,0.0,0.0,0.0,0.05,0.51,0.0,0.2,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.13999999999999999,0.29000000000000004,0.31,0.41000000000000003,0.0,0.02,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900000000000002,0.0,0.39,0.31999999999999995,0.02,0.64,0.4100000000000001,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.41000000000000003,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.05,0.39,0.18,0.45000000000000007,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9200000000000002,0.02,0.45000000000000007,0.4,0.0,0.6600000000000001,0.14,0.0,0.0,0.0,0.0,0.05,0.11000000000000001,0.02,0.26,0.0,0.0,0.36000000000000004,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.17,0.44000000000000006,0.1,0.41000000000000003,0.0,0.05,0.0,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.42,0.52,0.0,0.5,0.18999999999999997,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.29000000000000004,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.07,0.49000000000000005,0.04,0.54,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7100000000000002,0.0,0.68,0.53,0.0,0.6500000000000001,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.34,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.09000000000000001,0.53,0.0,0.5,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.45000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500000000000002,0.0,0.57,0.52,0.0,0.53,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41000000000000003,0.0,0.0,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.13,0.0,0.07,0.4800000000000001,0.0,0.57,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48000000000000004,0.0,0.4700000000000001,0.6400000000000001,0.0,0.7300000000000001,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.18,0.0,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0
144,0.0,0.0,0.0,0.0,0.2,0.49,0.07,0.4100000000000001,0.02,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7600000000000001,0.0,0.32,0.48000000000000004,0.0,0.7500000000000001,0.49000000000000005,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.29000000000000004,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
145,0.1,0.0,0.0,0.0,0.27,0.4200000000000001,0.13999999999999999,0.25999999999999995,0.05,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600000000000001,0.0,0.49000000000000005,0.5400000000000001,0.0,0.5800000000000001,0.39,0.0,0.0,0.0,0.0,0.0,0.13999999999999999,0.0,0.12000000000000001,0.0,0.0,0.12,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.0
146,0.0,0.0,0.0,0.0,0.13,0.53,0.32,0.07,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8000000000000002,0.0,0.32,0.7700000000000001,0.0,0.7400000000000001,0.61,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,0.0,0.0,0.0,0.0,0.32,0.32,0.26,0.27,0.0,0.25,0.0,0.0,0.0,0.07,0.0,0.02,0.0,0.0,0.08,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.6800000000000002,0.0,0.59,0.7200000000000001,0.0,0.7300000000000001,0.4100000000000001,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.29000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.0,0.23,0.61,0.14,0.14,0.0,0.16,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.05,0.0,0.13,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8000000000000002,0.0,0.4900000000000001,0.6800000000000002,0.0,0.5400000000000001,0.46,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.09000000000000001,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,0.0,0.0,0.0,0.56,0.42,0.0,0.02,0.0,0.42,0.0,0.0,0.0,0.33999999999999997,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.8100000000000002,0.0,0.5800000000000001,0.64,0.0,0.48,0.4200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.0,0.44,0.49,0.07,0.0,0.0,0.23000000000000004,0.0,0.0,0.0,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9400000000000002,0.0,0.32000000000000006,0.68,0.0,0.5700000000000001,0.68,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,0.05,0.0,0.0,0.0,0.29,0.7100000000000002,0.05,0.0,0.05,0.21999999999999997,0.0,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7800000000000001,0.0,0.59,0.7100000000000001,0.0,0.7300000000000001,0.4100000000000001,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
152,0.0,0.0,0.0,0.0,0.11,0.56,0.28,0.05,0.05,0.07,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.02,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7500000000000002,0.0,0.4100000000000001,0.7900000000000001,0.0,0.9100000000000001,0.5900000000000001,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
153,0.0,0.0,0.0,0.0,0.07,0.6700000000000002,0.33,0.05,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9100000000000003,0.0,0.54,0.6100000000000001,0.0,0.9800000000000002,0.41000000000000014,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
154,0.0,0.0,0.0,0.0,0.2,0.55,0.26999999999999996,0.15000000000000002,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9000000000000002,0.08,0.30000000000000004,0.39,0.0,0.8000000000000002,0.66,0.0,0.0,0.0,0.0,0.02,0.26999999999999996,0.0,0.08,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
155,0.08,0.0,0.0,0.0,0.38,0.41000000000000003,0.12000000000000001,0.13999999999999999,0.05,0.19,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7900000000000001,0.0,0.07,0.6200000000000002,0.0,0.7600000000000002,0.9100000000000003,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.05,0.0
156,0.0,0.0,0.0,0.0,0.36,0.37,0.25,0.02,0.0,0.23999999999999996,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100000000000001,0.0,0.05,0.8300000000000001,0.0,0.7700000000000001,0.9500000000000002,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,0.0,0.0,0.0,0.0,0.32,0.51,0.24,0.1,0.0,0.32,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.02,0.8100000000000002,0.0,0.67,0.9800000000000002,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,0.0,0.0,0.0,0.0,0.29000000000000004,0.5499999999999999,0.14,0.14,0.0,0.29000000000000004,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7400000000000001,0.0,0.0,0.7800000000000001,0.0,0.5000000000000001,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.36000000000000004,0.55,0.09,0.12000000000000001,0.0,0.27,0.0,0.0,0.0,0.09000000000000001,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7800000000000002,0.0,0.15000000000000002,0.8200000000000002,0.05,0.7600000000000001,0.8500000000000002,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.0,0.0,0.31,0.4200000000000001,0.0,0.27,0.0,0.26,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100000000000002,0.0,0.27999999999999997,0.9600000000000002,0.0,0.54,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,0.0,0.0,0.0,0.0,0.06,0.6500000000000001,0.02,0.39,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000002,0.0,0.30000000000000004,0.9800000000000002,0.0,0.53,0.5,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.34,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,0.0,0.0,0.0,0.0,0.05,0.52,0.07,0.46,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.9100000000000001,0.0,0.38000000000000006,0.8300000000000002,0.0,0.4700000000000001,0.4500000000000001,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.41000000000000003,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
